link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(144, 237, '0')",0,,2400.000,0.396,65,1626615940,[],LWRLK,356,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,1626615940.000,67.885,64.001,62.603,0.190,70.215,2.175,0.035,0.311,0.000,0.012,0.000,0.035,0.000,66.653,34.400,4,0,2,2019-10-27,17,0.367
"(62, 144, '0')",0,,2000.000,0.209,25,1626615706,[],LWRLK,23,180.000,1,25,0.087,0.150,4.000,0.209,2000.000,1626615706.000,26.408,26.719,26.098,0.230,29.204,2.297,0.088,0.000,0.000,0.024,0.001,0.088,0.000,66.653,34.400,0,0,0,2019-10-27,17,0.179
"(48, 144, '0')",0,,2400.000,0.325,65,1626615688,[],LWRLK,125,200.000,2,65,0.352,0.150,4.000,0.325,2400.000,1626615688.000,74.099,65.865,67.263,0.240,75.807,1.711,0.025,0.311,0.000,0.012,0.000,0.025,0.000,66.653,34.400,0,0,0,2019-10-27,17,0.279
"(57, 55, '0')",0,,1800.000,0.098,45,429471470,[],LWRLK,150,200.000,3,45,0.074,0.150,4.000,0.098,1800.000,429471470.000,11.651,22.991,19.573,0.293,13.670,1.468,0.075,0.359,0.000,0.034,0.001,0.075,0.000,93.828,31.100,0,0,2,2019-10-27,17,0.323
"(56, 55, '0')",0,,1800.000,0.178,45,1626751626,[],LWRLK,146,200.000,3,45,0.134,0.150,4.000,0.178,1800.000,1626751626.000,14.292,24.233,18.641,0.293,15.534,1.134,0.061,0.717,0.000,0.022,0.000,0.061,0.000,93.828,31.100,0,0,2,2019-10-27,17,0.516
"(93, 55, '0')",0,,1800.000,0.242,35,1626615921,[],LWRLK,231,180.000,2,35,0.141,0.150,4.000,0.242,1800.000,1626615921.000,30.603,31.690,31.224,0.323,34.797,2.842,0.091,0.311,0.000,0.030,0.001,0.091,0.000,93.828,31.100,0,0,1,2019-10-27,17,0.243
"(580, 142, '0')",1,2054.000,2400.000,2.113,65,170326096,[602541],LWRLK,27,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,170326096.000,71.458,66.487,68.972,0.522,73.322,2.152,0.031,0.000,0.000,0.021,0.000,0.031,0.000,66.653,34.400,0,0,0,2019-10-27,17,1.873
"(12, 77, '0')",1,82.000,2400.000,0.281,65,1626749030,[601529],LWRLK,28,200.000,3,65,0.304,0.150,4.000,0.281,2400.000,1626749030.000,73.322,67.108,71.768,0.690,74.565,1.134,0.016,0.621,0.000,0.012,0.000,0.016,0.000,14.243,24.900,1,0,1,2019-10-27,17,0.245
"(143, 579, '0')",1,1573.000,2400.000,2.113,65,,[601541],LWRLK,29,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2019-10-27,17,2.113
"(1217, 10, '0')",0,,1800.000,0.146,25,1626721540,[],LWRLK,30,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,1626721540.000,23.146,24.855,16.777,1.012,25.476,2.346,0.140,0.000,0.000,0.109,0.012,0.140,0.000,39.191,28.700,0,0,1,2019-10-27,17,0.144
"(561, 10, '0')",0,,inf,0.000,99999,,[],PQULK,51,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-27,17,0.000
"(1217, 1196, '0')",0,,1800.000,0.171,45,1626721540,[],LWRLK,2813,200.000,3,45,0.128,0.150,4.000,0.171,1800.000,1626721540.000,23.146,24.855,16.777,1.012,25.476,2.346,0.140,0.000,0.000,0.109,0.012,0.140,0.000,39.191,28.700,0,0,1,2019-10-27,17,0.302
"(14, 414, '0')",0,,2400.000,0.185,65,1626686499,[],LWRLK,31,200.000,4,65,0.200,0.150,4.000,0.185,2400.000,1626686499.000,71.924,64.001,69.904,0.390,73.322,1.281,0.018,0.621,0.000,0.012,0.000,0.018,0.000,27.250,25.900,2,0,4,2019-10-27,17,0.164
"(577, 580, '0')",0,,2400.000,1.815,65,,[],LWRLK,32,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,0,2019-10-27,17,1.815
"(15, 14, '0')",0,,2400.000,0.084,65,1626686499,[],LWRLK,33,200.000,3,65,0.091,0.150,4.000,0.084,2400.000,1626686499.000,71.924,64.001,69.904,0.390,73.322,1.281,0.018,0.621,0.000,0.012,0.000,0.018,0.000,27.250,25.900,6,0,0,2019-10-27,17,0.074
"(579, 647, '0')",0,,2400.000,1.815,65,,[],LWRLK,34,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,1,2019-10-27,17,1.815
"(16, 221, '0')",0,,1800.000,0.188,40,449892027,[],LWRLK,35,200.000,5,40,0.125,0.150,4.000,0.188,1800.000,449892027.000,19.107,29.826,23.457,0.830,26.098,4.850,0.207,1.378,0.000,0.178,0.032,0.207,0.000,64.773,40.400,0,1,1,2019-10-27,17,0.288
"(873, 221, '0')",0,,1800.000,0.180,40,441679086,[],LWRLK,2006,200.000,3,40,0.120,0.150,4.000,0.180,1800.000,441679086.000,14.758,24.855,16.932,0.262,24.855,7.128,0.421,0.782,0.000,0.119,0.014,0.421,0.000,64.773,40.400,0,0,2,2019-10-27,17,0.289
"(904, 221, '0')",0,,1800.000,0.239,40,441679085,[],LWRLK,2087,200.000,4,40,0.159,0.150,4.000,0.239,1800.000,441679085.000,19.107,24.855,21.748,0.372,25.476,5.183,0.238,0.000,0.000,0.093,0.009,0.238,0.000,64.773,40.400,0,1,1,2019-10-27,17,0.375
"(1308, 221, '0')",0,,1800.000,0.131,40,449892015,[],LWRLK,3012,200.000,5,40,0.087,0.150,4.000,0.131,1800.000,449892015.000,23.457,25.476,16.777,0.653,28.583,3.741,0.223,0.000,0.000,0.100,0.010,0.223,0.000,64.773,40.400,0,0,1,2019-10-27,17,0.184
"(16, 895, '0')",0,,1800.000,0.596,40,449892015,[],LWRLK,36,200.000,3,40,0.397,0.150,4.000,0.596,1800.000,449892015.000,23.457,25.476,16.777,0.653,28.583,3.741,0.223,0.000,0.000,0.100,0.010,0.223,0.000,64.773,40.400,0,2,2,2019-10-27,17,0.834
"(111, 895, '0')",0,,inf,0.000,99999,,[],PQULK,535,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-27,17,0.000
"(17, 1250, '0')",0,,1800.000,0.224,40,441679107,[],LWRLK,37,200.000,2,40,0.149,0.150,4.000,0.224,1800.000,441679107.000,24.233,26.098,26.719,0.272,40.389,12.060,0.451,0.000,0.000,0.125,0.016,0.451,0.000,67.240,34.200,0,1,0,2019-10-27,17,0.222
"(1252, 1250, '0')",0,,1800.000,0.205,25,441679109,[],LWRLK,2895,200.000,1,25,0.085,0.150,4.000,0.205,1800.000,441679109.000,29.826,27.962,29.204,0.228,31.690,1.342,0.046,0.879,0.000,0.005,0.000,0.046,0.000,67.240,34.200,0,0,0,2019-10-27,17,0.162
"(570, 1250, '0')",0,,inf,0.000,99999,,[],PQULK,4289,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-27,17,0.000
"(17, 6, '0')",0,,1800.000,0.209,40,1626728177,[],LWRLK,39,200.000,3,40,0.140,0.150,4.000,0.209,1800.000,1626728177.000,18.486,24.233,19.263,0.607,27.962,7.650,0.397,0.000,0.000,0.294,0.087,0.397,0.000,36.974,29.000,1,0,1,2019-10-27,17,0.300
"(539, 6, '0')",0,,1800.000,0.216,40,1626698650,[],LWRLK,1290,200.000,2,40,0.144,0.150,4.000,0.216,1800.000,1626698650.000,20.971,19.884,14.913,0.490,24.233,2.346,0.157,0.000,0.000,0.052,0.003,0.157,0.000,36.974,29.000,0,0,2,2019-10-27,17,0.356
"(17, 1275, '0')",0,,1800.000,0.268,40,441679103,[],LWRLK,40,200.000,2,40,0.179,0.150,4.000,0.268,1800.000,441679103.000,23.923,26.719,28.272,0.642,29.204,5.884,0.208,1.190,0.000,0.160,0.025,0.208,0.000,67.240,34.200,0,0,0,2019-10-27,17,0.368
"(17, 213, '0')",0,,1800.000,0.223,40,441679106,[],LWRLK,42,200.000,2,40,0.149,0.150,4.000,0.223,1800.000,441679106.000,28.117,19.884,14.913,0.215,32.311,3.184,0.213,0.000,0.000,0.024,0.001,0.213,0.000,67.240,34.200,0,0,0,2019-10-27,17,0.276
"(847, 213, '0')",0,,1800.000,0.438,40,1626687882,[],LWRLK,1954,200.000,2,40,0.292,0.150,4.000,0.438,1800.000,1626687882.000,29.981,31.069,29.826,0.733,33.554,3.380,0.113,0.879,0.000,0.085,0.007,0.113,0.000,67.240,34.200,0,0,5,2019-10-27,17,0.522
"(712, 728, '0')",0,,1800.000,0.206,40,1626631223,[],LWRLK,38,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,1626631223.000,37.282,41.010,39.768,0.350,39.768,3.002,0.075,0.000,0.000,0.036,0.001,0.075,0.000,66.653,34.400,0,0,0,2019-10-27,17,0.207
"(712, 706, '0')",0,,1800.000,0.118,40,400072808,[],LWRLK,1646,200.000,5,40,0.078,0.150,4.000,0.118,1800.000,400072808.000,12.893,31.069,29.515,0.470,13.670,1.176,0.040,0.359,0.000,0.043,0.002,0.040,0.000,66.653,34.400,0,0,1,2019-10-27,17,0.344
"(703, 706, '0')",0,,1800.000,0.183,45,441679177,[],LWRLK,1619,200.000,5,45,0.137,0.150,4.000,0.183,1800.000,441679177.000,25.787,29.826,23.923,0.555,27.962,2.511,0.105,0.621,0.000,0.052,0.003,0.105,0.000,66.653,34.400,0,0,1,2019-10-27,17,0.294
"(715, 706, '0')",0,,1800.000,0.134,40,449897473,[],LWRLK,1649,200.000,5,40,0.089,0.150,4.000,0.134,1800.000,449897473.000,22.525,26.098,28.583,0.823,29.204,6.405,0.224,0.717,0.000,0.233,0.054,0.224,0.000,66.653,34.400,0,0,1,2019-10-27,17,0.183
"(717, 706, '0')",0,,1800.000,0.163,50,441450989,[],LWRLK,1653,200.000,6,50,0.136,0.150,4.000,0.163,1800.000,441450989.000,32.311,36.040,26.719,0.817,36.661,3.327,0.125,0.000,0.000,0.083,0.007,0.125,0.000,66.653,34.400,0,0,1,2019-10-27,17,0.222
"(729, 712, '0')",0,,1800.000,0.206,40,400072808,[],LWRLK,41,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,400072808.000,12.893,31.069,29.515,0.470,13.670,1.176,0.040,0.359,0.000,0.043,0.002,0.040,0.000,66.653,34.400,0,0,0,2019-10-27,17,0.601
"(706, 712, '0')",0,,1800.000,0.118,40,400072807,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,400072807.000,13.981,26.098,28.583,0.242,16.777,2.562,0.090,0.717,0.000,0.039,0.001,0.090,0.000,66.653,34.400,0,0,1,2019-10-27,17,0.280
"(70, 147, '0')",1,1410.500,1800.000,0.200,50,,"[601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.828,31.100,0,0,0,2019-10-27,17,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471495.000,16.466,31.069,26.719,0.180,18.641,2.182,0.082,0.000,0.000,0.024,0.001,0.082,0.000,45.536,33.100,0,0,1,2019-10-27,17,0.145
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471496.000,20.195,26.719,16.156,0.183,21.127,1.190,0.074,1.522,0.000,0.013,0.000,0.074,0.000,30.907,26.700,1,0,2,2019-10-27,17,0.128
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,1626648707.000,18.486,26.098,15.845,0.338,20.505,1.855,0.117,0.621,0.000,0.035,0.001,0.117,0.000,45.536,33.100,8,0,7,2019-10-27,17,0.104
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,1626644298.000,20.195,24.855,19.884,0.713,21.127,1.190,0.060,0.879,0.000,0.043,0.002,0.060,0.000,24.821,46.000,3,0,0,2019-10-27,17,0.721
