link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(9, 1230, '0')",0,,inf,0.000,99999,,[],PQULK,26,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-20,16,0.000
"(82, 237, '0')",0,,1800.000,0.059,55,,[],LWRLK,22,180.000,1,55,0.054,0.150,4.000,0.059,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2020-10-20,16,0.059
"(144, 237, '0')",0,,2400.000,0.396,65,1626615940,[],LWRLK,356,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,1626615940.000,65.710,65.244,64.623,0.195,70.836,4.346,0.067,0.717,0.000,0.019,0.000,0.067,0.000,66.653,34.400,2,0,2,2020-10-20,16,0.363
"(62, 144, '0')",0,,2000.000,0.209,25,1626615706,[],LWRLK,23,180.000,1,25,0.087,0.150,4.000,0.209,2000.000,1626615706.000,22.059,29.204,24.855,0.270,23.612,1.190,0.048,0.000,0.000,0.014,0.000,0.048,0.000,66.653,34.400,0,0,0,2020-10-20,16,0.221
"(48, 144, '0')",0,,2400.000,0.325,65,1626615688,[],LWRLK,125,200.000,2,65,0.352,0.150,4.000,0.325,2400.000,1626615688.000,68.662,67.108,67.108,0.260,71.458,2.061,0.031,0.000,0.000,0.012,0.000,0.031,0.000,66.653,34.400,0,0,0,2020-10-20,16,0.296
"(57, 55, '0')",0,,1800.000,0.098,45,429471470,[],LWRLK,150,200.000,3,45,0.074,0.150,4.000,0.098,1800.000,429471470.000,17.864,26.719,20.971,0.182,19.263,0.932,0.044,1.711,0.000,0.013,0.000,0.044,0.000,93.828,31.100,0,0,2,2020-10-20,16,0.230
"(56, 55, '0')",0,,1800.000,0.178,45,1626751626,[],LWRLK,146,200.000,3,45,0.134,0.150,4.000,0.178,1800.000,1626751626.000,18.175,24.855,20.505,0.237,19.884,1.176,0.057,0.717,0.000,0.015,0.000,0.057,0.000,93.828,31.100,0,0,2,2020-10-20,16,0.403
"(93, 55, '0')",0,,1800.000,0.242,35,1626615921,[],LWRLK,231,180.000,2,35,0.141,0.150,4.000,0.242,1800.000,1626615921.000,33.243,32.933,31.379,0.295,34.797,1.190,0.038,0.359,0.000,0.010,0.000,0.038,0.000,93.828,31.100,0,0,1,2020-10-20,16,0.243
"(580, 142, '0')",1,2541.000,2400.000,2.113,65,170326096,[602541],LWRLK,27,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,170326096.000,67.419,67.729,66.953,0.550,68.351,0.802,0.012,0.782,0.000,0.016,0.000,0.012,0.000,66.653,34.400,0,0,0,2020-10-20,16,2.009
"(12, 77, '0')",1,1245.300,2400.000,0.281,65,1626749030,"[601529, 602259]",LWRLK,28,200.000,3,65,0.304,0.150,4.000,0.281,2400.000,1626749030.000,68.817,67.729,66.797,0.735,68.972,0.311,0.005,0.621,0.000,0.010,0.000,0.005,0.000,14.243,24.900,6,0,1,2020-10-20,16,0.264
"(143, 579, '0')",1,2125.000,2400.000,2.113,65,,[601541],LWRLK,29,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2020-10-20,16,2.113
"(1217, 10, '0')",0,,1800.000,0.146,25,1626721540,[],LWRLK,30,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,1626721540.000,17.709,27.962,19.884,1.323,19.263,2.061,0.104,0.879,0.000,0.149,0.022,0.104,0.000,39.191,28.700,0,0,1,2020-10-20,16,0.190
"(561, 10, '0')",0,,inf,0.000,99999,,[],PQULK,51,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-20,16,0.000
"(1217, 1196, '0')",0,,1800.000,0.171,45,1626721540,[],LWRLK,2813,200.000,3,45,0.128,0.150,4.000,0.171,1800.000,1626721540.000,17.709,27.962,19.884,1.323,19.263,2.061,0.104,0.879,0.000,0.149,0.022,0.104,0.000,39.191,28.700,0,0,1,2020-10-20,16,0.400
"(14, 414, '0')",0,,2400.000,0.185,65,1626686499,[],LWRLK,31,200.000,4,65,0.200,0.150,4.000,0.185,2400.000,1626686499.000,67.263,65.244,63.691,0.420,68.351,0.782,0.012,0.621,0.000,0.000,0.000,0.012,0.000,27.250,25.900,0,0,4,2020-10-20,16,0.176
"(577, 580, '0')",0,,2400.000,1.815,65,,[],LWRLK,32,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,0,2020-10-20,16,1.815
"(15, 14, '0')",0,,2400.000,0.084,65,1626686499,[],LWRLK,33,200.000,3,65,0.091,0.150,4.000,0.084,2400.000,1626686499.000,67.263,65.244,63.691,0.420,68.351,0.782,0.012,0.621,0.000,0.000,0.000,0.012,0.000,27.250,25.900,6,0,0,2020-10-20,16,0.080
"(579, 647, '0')",0,,2400.000,1.815,65,,[],LWRLK,34,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,1,2020-10-20,16,1.815
"(16, 221, '0')",0,,1800.000,0.188,40,449892027,[],LWRLK,35,200.000,5,40,0.125,0.150,4.000,0.188,1800.000,449892027.000,27.806,29.826,21.127,0.545,29.204,1.281,0.061,0.000,0.000,0.026,0.001,0.061,0.000,64.773,40.400,1,1,1,2020-10-20,16,0.257
"(873, 221, '0')",0,,1800.000,0.180,40,441679086,[],LWRLK,2006,200.000,3,40,0.120,0.150,4.000,0.180,1800.000,441679086.000,27.806,24.855,23.612,0.122,29.826,2.505,0.106,1.683,0.000,0.005,0.000,0.106,0.000,64.773,40.400,1,0,2,2020-10-20,16,0.241
"(904, 221, '0')",0,,1800.000,0.239,40,441679085,[],LWRLK,2087,200.000,4,40,0.159,0.150,4.000,0.239,1800.000,441679085.000,21.593,26.098,21.593,0.318,27.340,4.039,0.187,0.311,0.000,0.050,0.002,0.187,0.000,64.773,40.400,1,1,1,2020-10-20,16,0.350
"(1308, 221, '0')",0,,1800.000,0.131,40,449892015,[],LWRLK,3012,200.000,5,40,0.087,0.150,4.000,0.131,1800.000,449892015.000,26.719,25.476,22.991,0.583,34.797,6.109,0.266,0.000,0.000,0.128,0.016,0.266,0.000,64.773,40.400,1,0,1,2020-10-20,16,0.151
"(16, 895, '0')",0,,1800.000,0.596,40,449892015,[],LWRLK,36,200.000,3,40,0.397,0.150,4.000,0.596,1800.000,449892015.000,26.719,25.476,22.991,0.583,34.797,6.109,0.266,0.000,0.000,0.128,0.016,0.266,0.000,64.773,40.400,0,2,2,2020-10-20,16,0.685
"(111, 895, '0')",0,,inf,0.000,99999,,[],PQULK,535,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-20,16,0.000
"(17, 1250, '0')",0,,1800.000,0.224,40,441679107,[],LWRLK,37,200.000,2,40,0.149,0.150,4.000,0.224,1800.000,441679107.000,22.835,26.719,22.059,0.237,24.233,1.281,0.058,0.621,0.000,0.015,0.000,0.058,0.000,67.240,34.200,0,1,0,2020-10-20,16,0.369
"(1252, 1250, '0')",0,,1800.000,0.205,25,441679109,[],LWRLK,2895,200.000,1,25,0.085,0.150,4.000,0.205,1800.000,441679109.000,24.078,28.583,22.991,0.285,25.476,1.785,0.078,0.000,0.000,0.024,0.001,0.078,0.000,67.240,34.200,0,0,0,2020-10-20,16,0.201
"(570, 1250, '0')",0,,inf,0.000,99999,,[],PQULK,4289,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-20,16,0.000
"(17, 6, '0')",0,,1800.000,0.209,40,1626728177,[],LWRLK,39,200.000,3,40,0.140,0.150,4.000,0.209,1800.000,1626728177.000,22.991,24.855,19.263,0.425,24.233,0.879,0.046,0.879,0.000,0.021,0.000,0.046,0.000,36.974,29.000,1,0,1,2020-10-20,16,0.346
"(539, 6, '0')",0,,1800.000,0.216,40,1626698650,[],LWRLK,1290,200.000,2,40,0.144,0.150,4.000,0.216,1800.000,1626698650.000,18.796,19.884,14.602,0.560,20.505,3.018,0.207,1.293,0.000,0.107,0.011,0.207,0.000,36.974,29.000,0,0,2,2020-10-20,16,0.421
"(17, 1275, '0')",0,,1800.000,0.268,40,441679103,[],LWRLK,40,200.000,2,40,0.179,0.150,4.000,0.268,1800.000,441679103.000,20.816,26.719,21.748,0.718,24.233,2.980,0.137,0.000,0.000,0.097,0.009,0.137,0.000,67.240,34.200,0,0,0,2020-10-20,16,0.443
"(17, 213, '0')",0,,1800.000,0.223,40,441679106,[],LWRLK,42,200.000,2,40,0.149,0.150,4.000,0.223,1800.000,441679106.000,18.796,19.884,14.602,0.330,20.505,3.018,0.207,1.293,0.000,0.060,0.004,0.207,0.000,67.240,34.200,0,0,0,2020-10-20,16,0.435
"(847, 213, '0')",0,,1800.000,0.438,40,1626687882,[],LWRLK,1954,200.000,2,40,0.292,0.150,4.000,0.438,1800.000,1626687882.000,25.010,29.826,22.369,0.883,26.098,1.468,0.066,0.717,0.000,0.047,0.002,0.066,0.000,67.240,34.200,0,0,5,2020-10-20,16,0.671
"(712, 728, '0')",0,,1800.000,0.206,40,1626631223,[],LWRLK,38,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,1626631223.000,39.612,39.768,39.457,0.328,40.389,0.595,0.015,0.359,0.000,0.005,0.000,0.015,0.000,66.653,34.400,0,0,0,2020-10-20,16,0.204
"(712, 706, '0')",0,,1800.000,0.118,40,400072808,[],LWRLK,1646,200.000,5,40,0.078,0.150,4.000,0.118,1800.000,400072808.000,27.962,32.933,34.175,0.215,31.069,2.914,0.085,0.000,0.000,0.017,0.000,0.085,0.000,66.653,34.400,0,0,1,2020-10-20,16,0.151
"(703, 706, '0')",0,,1800.000,0.183,45,441679177,[],LWRLK,1619,200.000,5,45,0.137,0.150,4.000,0.183,1800.000,441679177.000,26.564,31.069,24.855,0.528,27.962,1.061,0.043,0.000,0.000,0.021,0.000,0.043,0.000,66.653,34.400,0,0,1,2020-10-20,16,0.294
"(715, 706, '0')",0,,1800.000,0.134,40,449897473,[],LWRLK,1649,200.000,5,40,0.089,0.150,4.000,0.134,1800.000,449897473.000,28.583,29.826,27.185,0.608,29.826,1.758,0.065,0.932,0.000,0.043,0.002,0.065,0.000,66.653,34.400,1,0,1,2020-10-20,16,0.179
"(717, 706, '0')",0,,1800.000,0.163,50,441450989,[],LWRLK,1653,200.000,6,50,0.136,0.150,4.000,0.163,1800.000,441450989.000,27.651,37.282,28.583,0.938,29.204,1.564,0.055,0.717,0.000,0.059,0.003,0.055,0.000,66.653,34.400,0,0,1,2020-10-20,16,0.279
"(729, 712, '0')",0,,1800.000,0.206,40,400072808,[],LWRLK,41,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,400072808.000,27.962,32.933,34.175,0.215,31.069,2.914,0.085,0.000,0.000,0.017,0.000,0.085,0.000,66.653,34.400,0,0,0,2020-10-20,16,0.265
"(706, 712, '0')",0,,1800.000,0.118,40,400072807,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,400072807.000,28.583,29.826,27.185,0.120,29.826,1.758,0.065,0.932,0.000,0.000,0.000,0.065,0.000,66.653,34.400,0,0,1,2020-10-20,16,0.158
"(70, 147, '0')",1,2102.500,1800.000,0.200,50,,"[601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.828,31.100,0,0,0,2020-10-20,16,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471495.000,27.651,31.690,24.078,0.105,31.690,3.422,0.142,0.782,0.000,0.019,0.000,0.142,0.000,45.536,33.100,3,0,1,2020-10-20,16,0.085
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471496.000,18.952,29.204,20.505,0.205,25.476,5.035,0.246,0.717,0.000,0.052,0.003,0.246,0.000,30.907,26.700,1,0,2,2020-10-20,16,0.106
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,1626648707.000,18.330,26.719,21.903,0.340,21.748,2.511,0.115,0.782,0.000,0.045,0.002,0.115,0.000,45.536,33.100,18,0,7,2020-10-20,16,0.098
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,1626644298.000,29.670,29.826,18.486,0.485,29.826,0.311,0.017,1.378,0.000,0.010,0.000,0.017,0.000,24.821,46.000,8,0,0,2020-10-20,16,0.511
