link_key,speed_max,tt_avg,speed_sd,median_age,speed_ref_avg,inrix_id,road_closures,tt_sd,speed_hist_sd,incidents,tt_var,speed_hist_avg,speed_cv,bus_stops,tt_cv,median_inc,speed_avg,intersections,speed_ref_sd,date,hour
"(162, 52, '0')",70.836,0.732,1.061,39.300,67.729,1626749030.000,0.000,0.013,0.621,14,0.000,66.797,0.016,0,0.016,24.432,69.438,0,0.000,2020-10-06,16
"(1531, 1706, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(163, 928, '0')",22.369,1.353,0.359,36.700,26.098,1626619658.000,0.000,0.032,0.782,0,0.001,21.903,0.016,0,0.016,66.344,22.059,2,0.000,2020-10-06,16
"(929, 928, '0')",21.748,1.435,1.061,36.700,24.233,1626619647.000,0.000,0.095,0.782,8,0.009,20.971,0.051,1,0.051,66.344,20.661,2,0.000,2020-10-06,16
"(163, 930, '0')",21.748,1.435,1.061,36.700,24.233,1626619647.000,0.000,0.095,0.782,3,0.009,20.971,0.051,1,0.051,66.344,20.661,2,0.000,2020-10-06,16
"(223, 930, '0')",22.369,1.353,0.359,36.700,26.098,1626619658.000,0.000,0.032,0.782,2,0.001,21.903,0.016,1,0.016,66.344,22.059,1,0.000,2020-10-06,16
"(1530, 1705, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(164, 205, '0')",68.972,0.260,1.711,29.300,64.001,400421634.000,0.000,0.012,0.000,3,0.000,62.758,0.027,0,0.027,20.750,66.953,1,0.000,2020-10-06,16
"(165, 268, '0')",68.351,0.250,1.015,25.900,64.001,1626766906.000,0.000,0.000,0.000,17,0.000,65.244,0.016,0,0.016,27.250,67.108,0,0.000,2020-10-06,16
"(1529, 1704, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1528, 1703, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1527, 1702, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(167, 185, '0')",55.923,0.400,1.829,16.600,60.273,429471443.000,0.000,0.016,1.176,0,0.000,61.050,0.030,0,0.030,37.414,54.059,0,0.000,2020-10-06,16
"(168, 161, '0')",68.972,0.622,0.782,24.900,65.244,1626758818.000,0.000,0.005,0.621,0,0.000,61.826,0.013,0,0.013,14.243,68.195,4,0.000,2020-10-06,16
"(293, 161, '0')",0.000,0.000,0.000,24.900,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,14.243,0.000,0,0.000,2020-10-06,16
"(1526, 1701, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1525, 1700, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(170, 207, '0')",68.972,0.622,0.782,26.000,65.244,1626758818.000,0.000,0.005,0.621,14,0.000,61.826,0.013,0,0.013,21.600,68.195,0,0.000,2020-10-06,16
"(170, 168, '0')",68.972,0.622,0.782,26.000,65.244,1626758818.000,0.000,0.005,0.621,14,0.000,61.826,0.013,0,0.013,21.600,68.195,0,0.000,2020-10-06,16
"(1524, 1699, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1523, 1698, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(172, 697, '0')",70.215,0.323,1.564,23.600,65.244,1626662911.000,0.000,0.005,0.000,3,0.000,60.273,0.026,0,0.026,14.707,68.662,0,0.000,2020-10-06,16
"(172, 302, '0')",70.215,0.323,1.564,23.600,65.244,1626662911.000,0.000,0.005,0.000,3,0.000,60.273,0.026,0,0.026,14.707,68.662,0,0.000,2020-10-06,16
"(1522, 1697, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1521, 1696, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(173, 167, '0')",55.923,0.400,1.829,16.600,60.273,429471443.000,0.000,0.016,1.176,0,0.000,61.050,0.030,0,0.030,37.414,54.059,1,0.000,2020-10-06,16
"(1520, 1695, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(174, 44, '0')",52.817,0.168,2.636,28.300,44.739,1626712378.000,0.000,0.013,1.378,21,0.000,45.515,0.058,0,0.058,23.075,49.710,1,0.000,2020-10-06,16
"(1519, 1694, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1518, 1693, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(177, 173, '0')",51.574,0.472,0.879,36.700,52.817,1626609698.000,0.000,0.005,0.359,0,0.000,52.506,0.017,0,0.017,21.114,50.952,0,0.000,2020-10-06,16
"(1517, 1692, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(178, 204, '0')",47.224,0.300,0.932,25.900,49.088,1626657866.000,0.000,0.000,1.468,4,0.000,48.001,0.019,0,0.019,27.250,46.137,0,0.000,2020-10-06,16
"(426, 204, '0')",47.224,0.300,0.932,25.900,49.088,1626657866.000,0.000,0.000,1.468,4,0.000,48.001,0.019,0,0.019,27.250,46.137,0,0.000,2020-10-06,16
"(1516, 1691, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1515, 1690, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(179, 183, '0')",67.729,0.310,0.932,23.600,65.244,1626662650.000,0.000,0.012,0.621,21,0.000,63.691,0.015,0,0.015,14.707,66.953,0,0.000,2020-10-06,16
"(180, 267, '0')",70.215,0.120,1.553,24.900,65.865,1626662719.000,0.000,0.000,0.000,6,0.000,67.729,0.023,0,0.023,14.243,68.195,0,0.000,2020-10-06,16
"(1514, 1689, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1513, 1688, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(181, 83, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1512, 1687, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(182, 99, '0')",68.972,0.718,1.243,24.900,65.244,1626704648.000,0.000,0.013,0.000,5,0.000,62.758,0.020,0,0.020,14.243,68.351,6,0.000,2020-10-06,16
"(1511, 1686, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1510, 1685, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(184, 108, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1509, 1684, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(185, 186, '0')",59.652,0.273,6.365,16.600,47.846,1626731633.000,0.000,0.033,1.855,0,0.001,50.176,0.127,0,0.127,37.414,55.457,0,0.000,2020-10-06,16
"(1508, 1683, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(186, 184, '0')",59.652,0.273,6.365,24.300,47.846,1626731633.000,0.000,0.033,1.855,0,0.001,50.176,0.127,0,0.127,32.869,55.457,0,0.000,2020-10-06,16
"(187, 188, '0')",68.972,0.667,0.802,16.600,65.244,1626666931.000,0.000,0.013,0.621,0,0.000,61.205,0.013,0,0.013,37.414,68.040,0,0.000,2020-10-06,16
"(1507, 1682, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(188, 87, '0')",69.594,0.330,0.932,16.600,65.244,1626658657.000,0.000,0.000,0.000,0,0.000,60.894,0.015,0,0.015,37.414,68.195,0,0.000,2020-10-06,16
"(1506, 1681, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1505, 1680, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(189, 182, '0')",68.972,0.718,1.243,24.900,65.244,1626704648.000,0.000,0.013,0.000,1,0.000,62.758,0.020,0,0.020,14.243,68.351,0,0.000,2020-10-06,16
"(1504, 1679, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(190, 69, '0')",68.351,0.558,4.071,31.700,59.030,1626640522.000,0.000,0.029,0.000,0,0.001,55.923,0.073,0,0.073,44.740,63.225,0,0.000,2020-10-06,16
"(191, 171, '0')",69.594,0.330,0.932,36.700,65.244,1626658657.000,0.000,0.000,0.000,0,0.000,60.894,0.015,0,0.015,21.114,68.195,0,0.000,2020-10-06,16
"(1503, 1678, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(192, 191, '0')",69.594,0.330,0.932,16.600,65.244,1626658657.000,0.000,0.000,0.000,0,0.000,60.894,0.015,0,0.015,37.414,68.195,0,0.000,2020-10-06,16
"(1502, 1677, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1501, 1676, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1613, 1788, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1500, 1675, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1499, 1674, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1498, 1673, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(195, 196, '0')",68.972,0.430,0.595,31.700,62.137,1626686444.000,0.000,0.000,0.717,0,0.000,61.516,0.010,0,0.010,44.740,68.195,0,0.000,2020-10-06,16
"(1497, 1672, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(196, 102, '0')",68.972,0.525,1.378,31.700,60.894,1626686346.000,0.000,0.006,0.359,1,0.000,60.584,0.023,0,0.023,44.740,67.574,2,0.000,2020-10-06,16
"(197, 270, '0')",67.108,0.465,1.634,28.900,60.894,1626654364.000,0.000,0.010,0.359,7,0.000,60.584,0.027,0,0.027,30.543,64.778,1,0.000,2020-10-06,16
"(620, 270, '0')",67.108,0.465,1.634,28.900,60.894,1626654364.000,0.000,0.010,0.359,7,0.000,60.584,0.027,0,0.027,30.543,64.778,1,0.000,2020-10-06,16
"(1496, 1671, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1495, 1670, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(198, 202, '0')",66.487,0.250,1.076,29.500,64.001,1626642604.000,0.000,0.000,0.000,28,0.000,62.758,0.017,0,0.017,20.893,65.555,2,0.000,2020-10-06,16
"(1494, 1669, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(199, 78, '0')",69.594,0.250,1.785,28.300,62.137,1626686417.000,0.000,0.000,0.311,1,0.000,62.292,0.029,0,0.029,41.544,68.195,3,0.000,2020-10-06,16
"(1493, 1668, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1492, 1667, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(200, 84, '0')",69.594,0.650,1.342,28.300,65.865,1626686435.000,0.000,0.016,0.621,0,0.000,63.691,0.021,0,0.021,41.544,67.729,0,0.000,2020-10-06,16
"(1491, 1666, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(201, 199, '0')",69.594,0.250,1.785,28.300,62.137,1626686417.000,0.000,0.000,0.311,4,0.000,62.292,0.029,0,0.029,41.544,68.195,1,0.000,2020-10-06,16
"(1490, 1665, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(202, 411, '0')",49.088,0.353,7.931,29.500,44.739,1626701509.000,0.000,0.070,1.293,2,0.005,44.428,0.179,1,0.179,20.893,39.302,6,0.000,2020-10-06,16
"(202, 289, '0')",49.088,0.353,7.931,29.500,44.739,1626701509.000,0.000,0.070,1.293,10,0.005,44.428,0.179,0,0.179,20.893,39.302,6,0.000,2020-10-06,16
"(203, 415, '0')",38.525,0.318,2.914,29.500,42.875,1626677778.000,0.000,0.025,1.522,0,0.001,34.175,0.085,0,0.085,20.893,34.175,0,0.000,2020-10-06,16
"(203, 424, '0')",38.525,0.318,2.914,29.500,42.875,1626677778.000,0.000,0.025,1.522,0,0.001,34.175,0.085,0,0.085,20.893,34.175,0,0.000,2020-10-06,16
"(1489, 1664, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(204, 165, '0')",68.351,0.250,1.015,25.900,64.001,1626766906.000,0.000,0.000,0.000,1,0.000,65.244,0.016,0,0.016,27.250,67.108,0,0.000,2020-10-06,16
"(1488, 1663, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1487, 1662, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1486, 1661, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1485, 1660, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(206, 56, '0')",24.233,0.312,4.605,31.100,27.962,429471905.000,0.000,0.067,0.311,1,0.004,26.564,0.173,0,0.173,93.828,17.554,3,0.000,2020-10-06,16
"(206, 66, '0')",30.447,0.693,3.209,28.700,31.069,449891959.000,0.000,0.087,0.879,1,0.008,26.719,0.120,0,0.120,39.191,26.719,1,0.000,2020-10-06,16
"(818, 66, '0')",22.991,0.830,1.479,28.700,26.098,449872520.000,0.000,0.062,0.621,0,0.004,20.195,0.073,0,0.073,39.191,22.059,3,0.000,2020-10-06,16
"(206, 1216, '0')",21.748,1.225,1.829,28.700,27.962,1626721540.000,0.000,0.107,0.879,1,0.011,19.884,0.092,2,0.092,39.191,19.263,1,0.000,2020-10-06,16
"(206, 744, '0')",24.855,0.485,1.829,31.100,27.962,449891962.000,0.000,0.042,0.621,1,0.002,20.816,0.088,0,0.088,93.828,22.369,1,0.000,2020-10-06,16
"(743, 744, '0')",24.233,0.525,2.556,31.100,27.962,449897465.000,0.000,0.061,0.311,0,0.004,21.593,0.118,0,0.118,93.828,20.971,2,0.000,2020-10-06,16
"(1484, 1659, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(207, 1, '0')",64.001,0.172,1.634,24.900,60.273,1626662589.000,0.000,0.005,0.000,1,0.000,60.273,0.027,0,0.027,14.243,62.603,2,0.000,2020-10-06,16
"(1401, 1658, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1400, 1657, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1399, 1656, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1396, 1655, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1394, 1654, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(209, 33, '0')",26.098,0.345,2.685,26.700,24.855,449892031.000,0.000,0.045,0.879,1,0.002,19.263,0.139,0,0.139,30.907,22.369,1,0.000,2020-10-06,16
"(840, 33, '0')",16.777,0.500,1.134,26.700,19.884,449891942.000,0.000,0.029,1.293,1,0.001,14.602,0.078,0,0.078,30.907,15.534,0,0.000,2020-10-06,16
"(209, 672, '0')",53.438,0.225,5.032,26.700,49.088,1626744834.000,0.000,0.021,1.785,1,0.000,48.312,0.104,0,0.104,30.907,47.690,0,0.000,2020-10-06,16
"(209, 166, '0')",16.777,0.365,1.134,26.700,19.884,1626667843.000,0.000,0.031,1.293,3,0.001,14.602,0.078,0,0.078,30.907,15.534,2,0.000,2020-10-06,16
"(1393, 1653, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1392, 1652, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(210, 1037, '0')",0.000,0.000,0.000,31.600,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,24.619,0.000,0,0.000,2020-10-06,16
"(210, 1056, '0')",21.748,0.710,1.134,23.400,21.748,449891860.000,0.000,0.036,1.190,0,0.001,17.709,0.064,0,0.064,37.414,20.505,0,0.000,2020-10-06,16
"(1055, 1056, '0')",27.962,1.158,3.086,35.400,24.233,1626698147.000,0.000,0.134,0.621,0,0.018,18.952,0.163,1,0.163,28.261,24.233,4,0.000,2020-10-06,16
"(210, 1060, '0')",0.000,0.000,0.000,23.400,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,37.414,0.000,0,0.000,2020-10-06,16
"(210, 1030, '0')",27.962,0.610,3.086,23.400,24.233,449891857.000,0.000,0.068,0.621,0,0.005,18.952,0.163,0,0.163,37.414,24.233,1,0.000,2020-10-06,16
"(1031, 1030, '0')",21.748,0.710,1.134,23.400,21.748,449891860.000,0.000,0.036,1.190,0,0.001,17.709,0.064,0,0.064,37.414,20.505,1,0.000,2020-10-06,16
"(1386, 1651, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1385, 1650, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1383, 1649, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(211, 135, '0')",0.000,0.000,0.000,39.300,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,24.432,0.000,0,0.000,2020-10-06,16
"(212, 266, '0')",64.001,0.495,1.015,39.300,60.894,1626728860.000,0.000,0.010,0.311,12,0.000,60.428,0.017,0,0.017,24.432,62.758,7,0.000,2020-10-06,16
"(1376, 1648, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1375, 1647, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(214, 151, '0')",66.487,0.535,0.782,29.000,65.244,1626686767.000,0.000,0.010,0.000,0,0.000,64.001,0.012,0,0.012,36.974,65.710,1,0.000,2020-10-06,16
"(1361, 1646, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(215, 239, '0')",65.244,0.190,0.359,26.700,65.865,1626630671.000,0.000,0.012,0.000,23,0.000,62.758,0.006,0,0.006,30.907,64.933,3,0.000,2020-10-06,16
"(537, 239, '0')",65.244,0.190,0.359,33.100,65.865,1626630671.000,0.000,0.012,0.000,20,0.000,62.758,0.006,0,0.006,45.536,64.933,1,0.000,2020-10-06,16
"(216, 677, '0')",46.603,0.375,6.622,46.000,41.010,1626647379.000,0.000,0.069,1.190,6,0.005,32.622,0.203,0,0.203,24.821,40.234,1,0.000,2020-10-06,16
"(238, 677, '0')",67.729,0.660,0.932,46.000,65.244,1626766899.000,0.000,0.012,0.311,0,0.000,65.399,0.014,0,0.014,24.821,66.642,0,0.000,2020-10-06,16
"(1349, 1645, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(217, 528, '0')",67.108,0.472,0.932,26.700,65.865,1626737570.000,0.000,0.005,0.000,1,0.000,64.001,0.015,0,0.015,30.907,66.642,1,0.000,2020-10-06,16
"(1348, 1644, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(218, 1264, '0')",23.612,1.308,0.802,29.000,26.098,449891943.000,0.000,0.039,1.281,0,0.001,18.175,0.044,0,0.044,36.974,22.680,0,0.000,2020-10-06,16
"(218, 74, '0')",26.098,0.332,2.685,33.800,24.855,441671170.000,0.000,0.039,0.879,0,0.001,19.263,0.139,0,0.139,54.944,22.369,1,0.000,2020-10-06,16
"(845, 74, '0')",29.826,0.830,3.605,33.800,32.933,449891925.000,0.000,0.127,1.015,0,0.016,32.933,0.109,0,0.109,54.944,27.030,3,0.000,2020-10-06,16
"(218, 844, '0')",22.369,0.670,0.717,26.700,29.204,449891937.000,0.000,0.024,0.000,0,0.001,19.884,0.036,1,0.036,30.907,21.748,0,0.000,2020-10-06,16
"(218, 839, '0')",16.777,0.412,1.134,26.700,19.884,449891941.000,0.000,0.030,1.293,0,0.001,14.602,0.078,0,0.078,30.907,15.534,1,0.000,2020-10-06,16
"(840, 839, '0')",26.098,0.283,2.685,26.700,24.855,449892032.000,0.000,0.039,0.879,1,0.001,19.263,0.139,0,0.139,30.907,22.369,1,0.000,2020-10-06,16
"(1347, 1643, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1346, 1642, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(1344, 1641, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(219, 47, '0')",67.108,0.758,1.644,28.700,65.244,1626615805.000,0.000,0.022,0.311,0,0.000,62.603,0.026,0,0.026,39.191,65.555,0,0.000,2020-10-06,16
"(1331, 1640, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(221, 1306, '0')",30.447,0.550,1.932,26.700,29.826,449892027.000,0.000,0.036,0.000,1,0.001,21.127,0.091,1,0.091,30.907,27.651,1,0.000,2020-10-06,16
"(616, 1306, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(221, 905, '0')",27.340,0.275,2.703,40.400,24.855,441679084.000,0.000,0.029,1.683,1,0.001,23.612,0.114,1,0.114,64.773,25.010,2,0.000,2020-10-06,16
"(221, 16, '0')",26.098,0.647,2.750,40.400,25.476,449892015.000,0.000,0.079,0.000,1,0.006,22.991,0.120,1,0.120,64.773,23.457,1,0.000,2020-10-06,16
"(895, 16, '0')",30.447,0.550,1.932,40.400,29.826,449892027.000,0.000,0.036,0.000,0,0.001,21.127,0.091,2,0.091,64.773,27.651,2,0.000,2020-10-06,16
