link_key,speed_ref_sd,tt_cv,tt_avg,road_closures,tt_sd,median_age,speed_avg,speed_hist_sd,median_inc,bus_stops,inrix_id,intersections,speed_cv,speed_hist_avg,speed_max,speed_ref_avg,tt_var,speed_sd,incidents,date,hour
"(597, 618, '0')",0.000,0.027,0.465,0.000,0.010,28.900,64.778,0.359,30.543,0,1626654364.000,1,0.027,60.584,67.108,60.894,0.000,1.634,0,2020-10-06,16
"(597, 599, '0')",0.000,0.027,0.465,0.000,0.010,28.900,64.778,0.359,30.543,0,1626654364.000,5,0.027,60.584,67.108,60.894,0.000,1.634,3,2020-10-06,16
"(598, 596, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,2,0.006,60.273,65.865,60.273,0.000,0.359,25,2020-10-06,16
"(599, 601, '0')",0.000,0.047,0.482,0.000,0.024,28.900,58.254,0.000,30.543,0,1626678910.000,0,0.047,57.788,62.137,57.788,0.001,2.703,0,2020-10-06,16
"(600, 598, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,2,0.006,60.273,65.865,60.273,0.000,0.359,0,2020-10-06,16
"(621, 598, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,1,0.006,60.273,65.865,60.273,0.000,0.359,0,2020-10-06,16
"(602, 600, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,8,0.006,60.273,65.865,60.273,0.000,0.359,0,2020-10-06,16
"(603, 1194, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(604, 657, '0')",0.000,0.026,0.472,0.000,0.005,28.900,61.671,0.000,30.543,0,1626622687.000,0,0.026,57.166,62.758,57.788,0.000,1.468,2,2020-10-06,16
"(604, 602, '0')",0.000,0.026,0.472,0.000,0.005,28.900,61.671,0.000,30.543,0,1626622687.000,0,0.026,57.166,62.758,57.788,0.000,1.468,2,2020-10-06,16
"(626, 592, '0')",0.000,0.013,0.310,0.000,0.012,28.300,66.331,0.359,41.544,0,1626674622.000,0,0.013,60.584,67.108,60.894,0.000,0.782,12,2020-10-06,16
"(1198, 1619, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(631, 635, '0')",0.000,0.015,0.455,0.000,0.010,45.000,67.263,0.000,23.611,2,1626698409.000,3,0.015,62.137,68.351,62.758,0.000,0.932,24,2020-10-06,16
"(632, 1197, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(633, 637, '0')",0.000,0.026,0.273,0.000,0.005,41.300,66.953,0.359,24.444,0,1626616435.000,0,0.026,62.448,68.351,62.758,0.000,1.634,14,2020-10-06,16
"(634, 636, '0')",0.000,0.029,0.260,0.000,0.012,41.300,66.487,0.000,24.444,1,1626715496.000,0,0.029,60.273,67.729,62.758,0.000,1.758,14,2020-10-06,16
"(635, 633, '0')",0.000,0.026,0.273,0.000,0.005,41.300,66.953,0.359,24.444,1,1626616435.000,0,0.026,62.448,68.351,62.758,0.000,1.634,14,2020-10-06,16
"(636, 632, '0')",0.000,0.029,0.260,0.000,0.012,45.000,66.487,0.000,23.611,2,1626715496.000,3,0.029,60.273,67.729,62.758,0.000,1.758,24,2020-10-06,16
"(637, 1096, '0')",0.000,0.099,0.348,0.000,0.038,41.300,32.777,0.932,24.444,0,1626733937.000,2,0.099,33.709,36.040,37.282,0.001,3.341,16,2020-10-06,16
"(637, 639, '0')",0.000,0.030,0.223,0.000,0.005,41.300,66.642,0.000,24.444,0,1626733916.000,3,0.030,62.758,68.351,62.758,0.000,1.855,14,2020-10-06,16
"(638, 634, '0')",0.000,0.025,0.240,0.000,0.012,41.300,66.487,0.311,24.444,0,1626637430.000,0,0.025,60.428,68.351,64.001,0.000,1.522,14,2020-10-06,16
"(1094, 634, '0')",0.000,0.025,0.240,0.000,0.012,41.300,66.487,0.311,24.444,0,1626637430.000,0,0.025,60.428,68.351,64.001,0.000,1.522,14,2020-10-06,16
"(639, 641, '0')",0.000,0.146,0.392,0.000,0.043,24.600,30.758,0.311,36.042,0,1626657602.000,0,0.146,24.700,34.797,31.690,0.002,3.605,21,2020-10-06,16
"(1101, 641, '0')",0.000,0.146,0.392,0.000,0.043,24.700,30.758,0.311,29.375,0,1626657602.000,0,0.146,24.700,34.797,31.690,0.002,3.605,3,2020-10-06,16
"(641, 86, '0')",0.000,0.032,0.223,0.000,0.005,24.700,66.331,0.000,29.375,0,1626711619.000,0,0.032,62.137,67.729,62.758,0.000,1.989,0,2020-10-06,16
"(296, 577, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(297, 662, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1123, 662, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,3,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(647, 294, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(662, 1123, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,3,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1124, 1123, '0')",0.000,0.170,0.117,0.000,0.013,26.400,16.311,0.717,25.132,3,441662970.000,6,0.170,12.427,19.263,18.020,0.000,2.115,0,2020-10-06,16
"(1131, 1123, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1149, 1123, '0')",0.000,0.040,0.335,0.000,0.010,26.400,23.301,0.621,25.132,0,441662965.000,1,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(662, 1589, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(665, 433, '0')",0.000,0.000,0.000,0.000,0.000,29.300,0.000,0.000,20.750,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(668, 341, '0')",0.000,0.056,0.185,0.000,0.010,29.300,18.020,1.015,20.750,0,449890203.000,1,0.056,18.020,19.263,18.020,0.000,1.015,1,2020-10-06,16
"(671, 937, '0')",0.000,0.093,0.020,0.000,0.000,21.100,29.049,0.621,42.205,0,1626674266.000,1,0.093,25.787,32.311,26.719,0.000,2.400,1,2020-10-06,16
"(987, 937, '0')",0.000,0.115,0.173,0.000,0.021,36.500,24.389,0.621,42.500,0,441671240.000,1,0.115,20.816,26.719,26.098,0.000,2.400,1,2020-10-06,16
"(989, 937, '0')",0.000,0.140,1.310,0.000,0.154,36.500,22.680,0.932,42.500,0,1626650341.000,1,0.140,20.661,26.719,27.340,0.024,2.892,1,2020-10-06,16
"(990, 937, '0')",0.000,0.038,1.310,0.000,0.034,21.100,22.525,1.134,42.205,1,1626626051.000,2,0.038,20.505,23.612,26.098,0.001,0.782,1,2020-10-06,16
"(675, 1440, '0')",0.000,0.046,0.140,0.000,0.012,39.300,27.185,1.281,24.432,1,441663012.000,0,0.046,23.146,28.583,24.855,0.000,1.061,0,2020-10-06,16
"(1443, 1440, '0')",0.000,0.105,0.133,0.000,0.013,39.300,29.204,0.621,24.432,1,441663010.000,0,0.105,25.166,31.690,26.719,0.000,2.636,0,2020-10-06,16
"(675, 1066, '0')",0.000,0.105,0.065,0.000,0.010,39.300,29.204,0.621,24.432,1,441663004.000,1,0.105,25.166,31.690,26.719,0.000,2.636,1,2020-10-06,16
"(1104, 1066, '0')",0.000,0.047,0.665,0.000,0.024,23.400,22.369,1.522,37.414,1,449873416.000,1,0.047,18.641,23.612,23.612,0.001,0.879,1,2020-10-06,16
"(1105, 1066, '0')",0.000,0.092,0.575,0.000,0.041,39.300,25.942,0.311,24.432,1,449873417.000,1,0.092,19.418,27.962,22.991,0.002,1.785,1,2020-10-06,16
"(1106, 1066, '0')",0.000,0.040,0.080,0.000,0.000,39.300,23.301,0.621,24.432,0,441663003.000,2,0.040,20.195,24.233,21.748,0.000,0.802,1,2020-10-06,16
"(676, 174, '0')",0.000,0.025,0.310,0.000,0.012,22.400,66.797,0.717,20.153,0,1626662686.000,0,0.025,64.623,68.972,65.865,0.000,1.644,0,2020-10-06,16
"(677, 149, '0')",0.000,0.014,0.660,0.000,0.012,28.700,66.642,0.311,39.191,0,1626766899.000,1,0.014,65.399,67.729,65.244,0.000,0.932,0,2020-10-06,16
"(680, 696, '0')",0.000,0.009,0.335,0.000,0.010,27.200,70.526,0.717,37.414,0,1626655841.000,0,0.009,66.487,70.836,67.108,0.000,0.621,0,2020-10-06,16
"(681, 680, '0')",0.000,0.133,0.100,0.000,0.016,27.200,52.040,1.553,37.414,0,429471484.000,1,0.133,34.952,57.166,49.088,0.000,4.660,0,2020-10-06,16
"(682, 685, '0')",0.000,0.000,0.000,0.000,0.000,25.300,0.000,0.000,49.850,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(683, 684, '0')",0.000,0.045,0.380,0.000,0.014,32.000,53.127,1.243,55.769,0,1626630730.000,1,0.045,53.438,55.923,52.195,0.000,2.407,0,2020-10-06,16
"(684, 682, '0')",0.000,0.000,0.000,0.000,0.000,25.300,0.000,0.000,49.850,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(685, 335, '0')",0.000,0.047,0.260,0.000,0.012,27.600,37.438,5.881,22.098,0,1626712040.000,1,0.047,33.399,39.146,31.690,0.000,1.553,3,2020-10-06,16
"(687, 695, '0')",0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,55.769,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(688, 689, '0')",0.000,0.000,0.000,0.000,0.000,27.200,0.000,0.000,37.414,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,1,2020-10-06,16
"(689, 338, '0')",0.000,0.000,0.000,0.000,0.000,36.700,0.000,0.000,21.114,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,9,2020-10-06,16
"(690, 691, '0')",0.000,0.000,0.000,0.000,0.000,25.300,0.000,0.000,49.850,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(691, 687, '0')",0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,55.769,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(692, 690, '0')",0.000,0.000,0.000,0.000,0.000,25.300,0.000,0.000,49.850,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(298, 337, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(695, 688, '0')",0.000,0.000,0.000,0.000,0.000,27.200,0.000,0.000,37.414,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(696, 683, '0')",0.000,0.045,0.380,0.000,0.014,32.000,53.127,1.243,55.769,0,1626630730.000,1,0.045,53.438,55.923,52.195,0.000,2.407,0,2020-10-06,16
"(697, 295, '0')",0.000,0.027,0.415,0.000,0.010,26.000,64.778,0.311,21.600,0,1626662708.000,0,0.027,60.428,67.108,62.137,0.000,1.634,1,2020-10-06,16
"(698, 15, '0')",0.000,0.021,0.422,0.000,0.005,25.900,66.487,0.621,27.250,0,1626686499.000,0,0.021,63.691,68.351,65.244,0.000,1.342,0,2020-10-06,16
"(704, 707, '0')",0.000,0.049,0.412,0.000,0.022,34.400,20.505,0.000,66.653,0,441679176.000,0,0.049,18.020,21.748,26.098,0.000,0.879,0,2020-10-06,16
"(705, 1223, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(706, 1193, '0')",0.000,0.028,0.470,0.000,0.014,34.400,30.137,0.717,66.653,0,441679178.000,1,0.028,28.583,31.069,37.282,0.000,0.802,0,2020-10-06,16
"(706, 715, '0')",0.000,0.023,0.520,0.000,0.014,34.400,33.243,0.000,66.653,0,449897468.000,1,0.023,34.175,34.175,32.933,0.000,0.802,1,2020-10-06,16
"(855, 715, '0')",0.000,0.065,0.562,0.000,0.043,55.700,31.069,0.932,115.893,0,449897473.000,1,0.065,27.185,32.311,29.826,0.002,1.758,0,2020-10-06,16
"(706, 710, '0')",0.000,0.072,0.943,0.000,0.062,34.400,28.117,0.000,66.653,0,441679179.000,1,0.072,24.855,30.447,31.069,0.004,1.785,1,2020-10-06,16
"(709, 105, '0')",0.000,0.028,0.310,0.000,0.012,34.400,30.137,0.717,66.653,0,441679175.000,1,0.028,28.583,31.069,37.282,0.000,0.802,0,2020-10-06,16
"(710, 719, '0')",0.000,0.072,0.943,0.000,0.062,34.400,28.117,0.000,66.653,0,441679179.000,0,0.072,24.855,30.447,31.069,0.004,1.785,0,2020-10-06,16
"(711, 703, '0')",0.000,0.072,0.505,0.000,0.033,34.700,28.117,0.000,74.402,0,441679177.000,0,0.072,24.855,30.447,31.069,0.001,1.785,0,2020-10-06,16
"(306, 729, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(715, 855, '0')",0.000,0.023,0.520,0.000,0.014,55.700,33.243,0.000,115.893,0,449897468.000,1,0.023,34.175,34.175,32.933,0.000,0.802,0,2020-10-06,16
"(318, 855, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(716, 717, '0')",0.000,0.028,0.865,0.000,0.031,34.400,30.137,0.717,66.653,0,441450989.000,0,0.028,28.583,31.069,37.282,0.001,0.802,0,2020-10-06,16
"(718, 716, '0')",0.000,0.028,0.865,0.000,0.031,34.400,30.137,0.717,66.653,0,441450989.000,1,0.028,28.583,31.069,37.282,0.001,0.802,1,2020-10-06,16
"(718, 722, '0')",0.000,0.058,0.028,0.000,0.005,34.400,32.311,0.879,66.653,0,1626733827.000,1,0.058,37.282,35.418,37.904,0.000,2.152,1,2020-10-06,16
"(820, 722, '0')",0.000,0.040,0.940,0.000,0.034,55.700,31.379,0.621,115.893,0,1626722906.000,2,0.040,32.001,32.933,34.797,0.001,1.293,0,2020-10-06,16
"(718, 720, '0')",0.000,0.048,0.660,0.000,0.027,34.400,37.438,0.621,66.653,0,449897474.000,1,0.048,33.865,39.768,40.389,0.001,1.634,1,2020-10-06,16
"(719, 718, '0')",0.000,0.072,0.943,0.000,0.062,34.400,28.117,0.000,66.653,0,441679179.000,1,0.072,24.855,30.447,31.069,0.004,1.785,1,2020-10-06,16
"(721, 718, '0')",0.000,0.028,0.820,0.000,0.024,34.400,30.137,0.717,66.653,0,449888862.000,1,0.028,28.583,31.069,37.282,0.001,0.802,1,2020-10-06,16
"(722, 718, '0')",0.000,0.040,0.030,0.000,0.000,34.400,31.379,0.621,66.653,0,1626733785.000,1,0.040,32.001,32.933,34.797,0.000,1.293,1,2020-10-06,16
"(720, 822, '0')",0.000,0.048,0.660,0.000,0.027,34.400,37.438,0.621,66.653,0,449897474.000,0,0.048,33.865,39.768,40.389,0.001,1.634,0,2020-10-06,16
"(722, 820, '0')",0.000,0.058,0.910,0.000,0.058,55.700,32.311,0.879,115.893,0,1626760080.000,2,0.058,37.282,35.418,37.904,0.003,2.152,0,2020-10-06,16
"(315, 820, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(317, 821, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(728, 311, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(733, 734, '0')",0.000,0.049,0.373,0.000,0.015,28.700,20.505,0.000,39.191,0,441461377.000,2,0.049,18.020,21.748,26.098,0.000,0.879,0,2020-10-06,16
"(734, 735, '0')",0.000,0.049,0.373,0.000,0.015,28.700,20.505,0.000,39.191,0,441461377.000,1,0.049,18.020,21.748,26.098,0.000,0.879,0,2020-10-06,16
"(740, 735, '0')",0.000,0.105,0.575,0.000,0.049,28.700,21.437,1.794,39.191,0,449891963.000,1,0.105,18.330,23.612,27.962,0.002,1.932,0,2020-10-06,16
"(746, 735, '0')",0.000,0.089,0.700,0.000,0.062,36.900,20.971,0.000,41.681,1,441679170.000,1,0.089,19.263,22.991,24.855,0.004,1.711,0,2020-10-06,16
"(748, 735, '0')",0.000,0.029,1.182,0.000,0.039,34.700,25.166,1.015,74.402,1,1626627495.000,1,0.029,27.962,26.098,34.175,0.002,0.802,0,2020-10-06,16
"(735, 740, '0')",0.000,0.118,0.590,0.000,0.074,28.700,20.971,0.311,39.191,0,449897464.000,1,0.118,21.593,24.233,27.962,0.005,2.556,0,2020-10-06,16
"(742, 740, '0')",0.000,0.105,0.575,0.000,0.049,28.700,21.437,1.794,39.191,0,449891963.000,1,0.105,18.330,23.612,27.962,0.002,1.932,0,2020-10-06,16
"(735, 745, '0')",0.000,0.049,0.718,0.000,0.034,28.700,20.505,0.000,39.191,1,441679171.000,1,0.049,18.020,21.748,26.098,0.001,0.879,0,2020-10-06,16
"(735, 748, '0')",0.000,0.116,1.047,0.000,0.148,34.700,28.738,0.311,74.402,1,1626684767.000,1,0.116,29.670,31.069,34.797,0.022,3.455,0,2020-10-06,16
"(819, 748, '0')",0.000,0.029,1.182,0.000,0.039,34.700,25.166,1.015,74.402,2,1626627495.000,5,0.029,27.962,26.098,34.175,0.002,0.802,0,2020-10-06,16
"(735, 739, '0')",0.000,0.098,0.295,0.000,0.026,34.700,19.418,0.717,74.402,0,441679172.000,1,0.098,17.398,21.127,21.748,0.001,1.711,0,2020-10-06,16
"(739, 972, '0')",0.000,0.210,0.232,0.000,0.039,34.700,16.156,0.000,74.402,0,441679173.000,1,0.210,14.292,20.505,21.748,0.001,3.002,0,2020-10-06,16
"(971, 972, '0')",0.000,0.106,0.323,0.000,0.030,34.700,32.311,0.621,74.402,0,170663431.000,0,0.106,28.272,36.661,31.069,0.001,3.002,0,2020-10-06,16
"(739, 969, '0')",0.000,0.053,0.402,0.000,0.021,34.700,32.001,0.359,74.402,0,170576493.000,1,0.053,29.515,33.554,29.826,0.000,1.564,0,2020-10-06,16
"(973, 969, '0')",0.000,0.106,0.323,0.000,0.030,34.700,32.311,0.621,74.402,0,170663431.000,1,0.106,28.272,36.661,31.069,0.001,3.002,0,2020-10-06,16
"(740, 741, '0')",0.000,0.118,0.590,0.000,0.074,28.700,20.971,0.311,39.191,0,449897464.000,0,0.118,21.593,24.233,27.962,0.005,2.556,0,2020-10-06,16
"(741, 743, '0')",0.000,0.118,0.590,0.000,0.074,34.400,20.971,0.311,66.653,0,449897464.000,3,0.118,21.593,24.233,27.962,0.005,2.556,3,2020-10-06,16
"(744, 743, '0')",0.000,0.088,0.485,0.000,0.042,31.100,22.369,0.621,93.828,0,449891962.000,2,0.088,20.816,24.855,27.962,0.002,1.829,0,2020-10-06,16
"(751, 743, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(743, 751, '0')",0.000,0.088,0.485,0.000,0.042,28.700,22.369,0.621,39.191,0,449891962.000,1,0.088,20.816,24.855,27.962,0.002,1.829,0,2020-10-06,16
"(322, 751, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(743, 742, '0')",0.000,0.105,0.575,0.000,0.049,28.700,21.437,1.794,39.191,0,449891963.000,3,0.105,18.330,23.612,27.962,0.002,1.932,1,2020-10-06,16
"(745, 747, '0')",0.000,0.049,0.718,0.000,0.034,28.700,20.505,0.000,39.191,1,441679171.000,1,0.049,18.020,21.748,26.098,0.001,0.879,0,2020-10-06,16
"(753, 747, '0')",0.000,0.122,0.030,0.000,0.000,36.900,20.505,3.570,41.681,0,170116029.000,2,0.122,22.059,22.991,16.777,0.000,2.685,0,2020-10-06,16
"(755, 747, '0')",0.000,0.035,0.970,0.000,0.024,28.700,17.554,0.782,39.191,2,169304490.000,1,0.035,16.932,18.020,18.020,0.001,0.595,0,2020-10-06,16
"(757, 747, '0')",0.000,0.078,0.640,0.000,0.045,36.900,23.301,0.000,41.681,0,441679168.000,1,0.078,21.127,25.476,27.962,0.002,1.644,0,2020-10-06,16
"(747, 755, '0')",0.000,0.122,0.835,0.000,0.117,28.700,20.505,3.570,39.191,2,170456983.000,1,0.122,22.059,22.991,16.777,0.014,2.685,0,2020-10-06,16
"(775, 755, '0')",0.000,0.035,0.970,0.000,0.024,28.700,17.554,0.782,39.191,2,169304490.000,2,0.035,16.932,18.020,18.020,0.001,0.595,0,2020-10-06,16
"(747, 756, '0')",0.000,0.049,0.733,0.000,0.039,28.700,20.505,0.000,39.191,0,441679169.000,1,0.049,18.020,21.748,26.098,0.001,0.879,0,2020-10-06,16
"(747, 753, '0')",0.000,0.035,0.030,0.000,0.000,36.900,17.554,0.782,41.681,0,168932013.000,2,0.035,16.932,18.020,18.020,0.000,0.595,0,2020-10-06,16
"(327, 753, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(747, 746, '0')",0.000,0.089,0.700,0.000,0.062,36.900,20.971,0.000,41.681,1,441679170.000,1,0.089,19.263,22.991,24.855,0.004,1.711,0,2020-10-06,16
"(748, 819, '0')",0.000,0.116,1.047,0.000,0.148,34.700,28.738,0.311,74.402,2,1626684767.000,5,0.116,29.670,31.069,34.797,0.022,3.455,0,2020-10-06,16
"(321, 819, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(751, 1244, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(753, 1322, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(756, 758, '0')",0.000,0.049,0.733,0.000,0.039,28.700,20.505,0.000,39.191,1,441679169.000,1,0.049,18.020,21.748,26.098,0.001,0.879,1,2020-10-06,16
"(759, 758, '0')",0.000,0.068,0.670,0.000,0.043,36.900,25.010,0.000,41.681,1,1626676843.000,1,0.068,22.991,26.719,26.719,0.002,1.553,1,2020-10-06,16
"(764, 758, '0')",0.000,0.078,0.482,0.000,0.039,36.900,23.301,0.000,41.681,0,441679123.000,1,0.078,21.127,25.476,27.962,0.001,1.644,1,2020-10-06,16
"(768, 758, '0')",0.000,0.058,0.240,0.000,0.012,28.700,25.010,0.932,39.191,1,171102700.000,2,0.058,23.767,26.719,26.719,0.000,1.378,1,2020-10-06,16
"(758, 757, '0')",0.000,0.078,0.640,0.000,0.045,36.900,23.301,0.000,41.681,1,441679168.000,1,0.078,21.127,25.476,27.962,0.002,1.644,1,2020-10-06,16
"(758, 768, '0')",0.000,0.068,0.245,0.000,0.019,28.700,25.010,0.000,39.191,1,168944447.000,2,0.068,22.991,26.719,26.719,0.000,1.553,1,2020-10-06,16
"(761, 768, '0')",0.000,0.058,0.240,0.000,0.012,28.700,25.010,0.932,39.191,1,171102700.000,2,0.058,23.767,26.719,26.719,0.000,1.378,0,2020-10-06,16
"(758, 765, '0')",0.000,0.049,0.565,0.000,0.024,36.900,20.505,0.000,41.681,0,441679167.000,1,0.049,18.020,21.748,26.098,0.001,0.879,1,2020-10-06,16
"(758, 759, '0')",0.000,0.033,0.583,0.000,0.013,36.900,28.583,1.281,41.681,1,1626676862.000,1,0.033,26.253,29.826,26.719,0.000,0.879,1,2020-10-06,16
"(329, 759, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(759, 1344, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(761, 1224, '0')",0.000,0.068,0.245,0.000,0.019,28.700,25.010,0.000,39.191,0,168944447.000,0,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
"(766, 1224, '0')",0.000,0.114,0.250,0.000,0.029,46.000,21.903,0.359,24.821,0,168574849.000,0,0.114,21.437,24.855,26.098,0.001,2.453,0,2020-10-06,16
"(1226, 1224, '0')",0.000,0.114,0.247,0.000,0.026,28.700,21.903,0.359,39.191,0,169008357.000,0,0.114,21.437,24.855,26.098,0.001,2.453,0,2020-10-06,16
"(762, 764, '0')",0.000,0.078,0.482,0.000,0.039,30.500,23.301,0.000,56.987,1,441679123.000,1,0.078,21.127,25.476,27.962,0.001,1.644,0,2020-10-06,16
"(762, 993, '0')",0.000,0.141,0.030,0.000,0.000,46.000,19.107,3.605,24.821,0,170190636.000,1,0.141,20.195,21.127,21.127,0.000,2.842,0,2020-10-06,16
"(802, 993, '0')",0.000,0.000,1.020,0.000,0.000,46.000,11.806,0.000,24.821,0,170410637.000,0,0.000,11.806,11.806,11.185,0.000,0.000,0,2020-10-06,16
"(762, 805, '0')",0.000,0.049,0.462,0.000,0.022,30.500,20.505,0.000,56.987,0,441679122.000,1,0.049,18.020,21.748,26.098,0.000,0.879,0,2020-10-06,16
"(762, 806, '0')",0.000,0.000,0.000,0.000,0.000,30.500,0.000,0.000,56.987,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(349, 806, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(765, 762, '0')",0.000,0.049,0.565,0.000,0.024,30.500,20.505,0.000,56.987,1,441679167.000,1,0.049,18.020,21.748,26.098,0.001,0.879,0,2020-10-06,16
"(803, 762, '0')",0.000,0.078,0.578,0.000,0.043,30.500,23.301,0.000,56.987,0,441679121.000,1,0.078,21.127,25.476,27.962,0.002,1.644,0,2020-10-06,16
"(806, 762, '0')",0.000,0.000,0.000,0.000,0.000,30.500,0.000,0.000,56.987,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(993, 762, '0')",0.000,0.000,0.050,0.000,0.000,46.000,11.806,0.000,24.821,0,170664630.000,1,0.000,11.806,11.806,11.185,0.000,0.000,0,2020-10-06,16
"(766, 767, '0')",0.000,0.068,0.218,0.000,0.013,46.000,25.010,0.000,24.821,0,169896858.000,0,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
